order_id,item_id,product_id,quantity,list_price,discount,extract_time,source_name
18,5,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
19,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
19,2,9,2,2999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
20,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
20,2,10,2,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
21,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
21,2,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
21,3,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
22,1,15,2,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
22,2,22,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
23,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
23,2,23,2,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
23,3,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
24,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
24,2,18,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
25,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
25,2,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
25,3,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
25,4,14,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
25,5,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
26,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
26,2,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
26,3,12,1,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
26,4,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
27,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
27,2,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
27,3,26,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
27,4,8,1,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
28,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
28,2,7,2,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
28,3,14,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
28,4,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
29,1,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
29,2,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
29,3,21,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
29,4,8,1,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
29,5,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
30,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
30,2,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
30,3,19,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
30,4,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
30,5,7,2,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
31,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
31,2,9,2,2999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
32,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
32,2,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
32,3,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
33,1,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
33,2,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
34,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
34,2,10,2,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
34,3,17,2,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
35,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
35,2,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
35,3,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
35,4,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
35,5,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
36,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
36,2,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
36,3,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
37,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
38,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
38,2,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
38,3,25,1,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
38,4,10,2,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
38,5,24,1,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
39,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
39,2,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
39,3,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
39,4,15,1,529.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
40,1,17,1,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
40,2,8,2,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
41,1,5,1,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
41,2,19,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
41,3,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
42,1,19,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
43,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
43,2,12,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
44,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
44,2,16,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
45,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
45,2,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
45,3,21,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
46,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
47,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
47,2,15,1,529.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
47,3,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
47,4,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
48,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
48,2,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
48,3,5,2,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
48,4,14,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
49,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
50,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
50,2,26,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
50,3,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
51,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
51,2,20,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
51,3,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
52,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
53,1,8,2,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
53,2,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
53,3,14,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
53,4,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
54,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
54,2,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
55,1,21,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
55,2,25,2,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
55,3,15,2,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
56,1,20,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
57,1,23,2,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
57,2,19,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
57,3,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
58,1,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
58,2,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
58,3,23,1,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
59,1,21,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
59,2,2,1,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
59,3,17,2,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
60,1,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
60,2,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
60,3,15,1,529.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
60,4,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
61,1,25,1,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
61,2,15,2,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
61,3,5,2,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
62,1,14,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
62,2,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
62,3,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
63,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
63,2,19,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
63,3,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
64,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
64,2,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
64,3,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
64,4,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
65,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
66,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
66,2,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
66,3,12,1,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
67,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
67,2,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
67,3,21,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
67,4,5,2,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
67,5,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
68,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
68,2,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
69,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
69,2,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
69,3,10,1,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
70,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
70,2,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
70,3,20,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
71,1,26,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
71,2,24,1,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
71,3,18,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
72,1,17,2,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
72,2,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
72,3,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
73,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
73,2,26,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
73,3,3,2,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
73,4,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
73,5,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
74,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
74,2,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
75,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
75,2,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
75,3,15,1,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
76,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
76,2,11,2,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
76,3,5,1,1320.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
77,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
77,2,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
77,3,26,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
77,4,25,1,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
78,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
78,2,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
78,3,18,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
78,4,14,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
79,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
79,2,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
79,3,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
79,4,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
80,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
80,2,24,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
80,3,17,1,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
81,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
81,2,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
81,3,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
82,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
82,2,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
83,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
83,2,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
84,1,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
84,2,15,2,529.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
85,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
85,2,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
86,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
86,2,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
86,3,21,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
86,4,15,1,529.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
87,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
87,2,23,2,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
88,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
88,2,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
88,3,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
89,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
89,2,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
90,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
90,2,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
91,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
91,2,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
91,3,15,2,529.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
91,4,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
92,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
93,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
93,2,17,1,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
93,3,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
93,4,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
93,5,10,2,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
94,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
94,2,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
94,3,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
94,4,21,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
95,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
95,2,19,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
95,3,8,2,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
95,4,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
96,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
96,2,23,1,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
97,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
97,2,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
97,3,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
97,4,19,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
98,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
98,2,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
98,3,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
98,4,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
99,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
99,2,21,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
99,3,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
99,4,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
99,5,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
100,1,12,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
100,2,11,2,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
100,3,7,2,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
100,4,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
100,5,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
101,1,12,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
102,1,15,1,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
102,2,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
103,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
103,2,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
103,3,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
103,4,15,2,529.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
103,5,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
104,1,19,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
104,2,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
105,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
105,2,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
105,3,9,1,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
106,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
106,2,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
107,1,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
107,2,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
108,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
108,2,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
108,3,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
109,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
109,2,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
110,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
111,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
111,2,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
112,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
112,2,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
112,3,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
112,4,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
113,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
113,2,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
