,order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id,extract_time_x,source_name_x,late_delivery,latency_days,weekend,orderStatus,Unnamed: 0,item_id,product_id,quantity,list_price_x,discount,extract_time_y,source_name_y,USD_to_EGP,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extract_time,source_name
10,238,1350,2016-05-26,2016-05-29,2016-05-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,237,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
11,277,546,2016-06-19,2016-06-20,2016-06-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,276,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
12,282,159,2016-06-22,2016-06-25,2016-06-25,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,281,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
13,343,961,2016-07-31,2016-08-02,2016-08-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,342,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
14,349,30,2016-08-03,2016-08-03,2016-08-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Rejected,348,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
15,384,410,2016-08-20,2016-08-22,2016-08-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,383,1,20,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
16,407,77,2016-09-01,2016-09-01,2016-09-01,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Rejected,406,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
17,422,398,2016-09-06,2016-09-07,2016-09-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,421,1,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
18,782,1298,2017-03-15,2017-03-16,2017-03-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,776,1,20,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
19,833,406,2017-04-12,2017-04-14,2017-04-15,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,827,1,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
20,952,355,2017-06-16,2017-06-18,2017-06-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,943,1,20,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
21,1006,1070,2017-07-15,2017-07-18,2017-07-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,993,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
22,1020,16,2017-07-23,2017-07-23,2017-07-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Rejected,1006,1,20,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
23,1029,407,2017-07-29,2017-07-30,2017-08-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,1015,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
24,1142,554,2017-09-23,2017-09-26,2017-09-26,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1124,1,20,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
25,1157,24,2017-10-01,2017-10-03,2017-10-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,1138,1,20,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
26,3,523,2016-01-02,2016-01-05,2016-01-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,2,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
27,24,636,2016-01-18,2016-01-20,2016-01-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,23,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
28,50,872,2016-01-31,2016-02-03,2016-02-02,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,49,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
29,70,50,2016-02-11,2016-02-11,2016-02-11,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Rejected,69,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
30,75,587,2016-02-14,2016-02-15,2016-02-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,74,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
31,90,414,2016-02-23,2016-02-25,2016-02-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,89,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
32,146,288,2016-03-28,2016-03-30,2016-03-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,145,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
33,227,489,2016-05-17,2016-05-18,2016-05-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,226,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
34,236,206,2016-05-25,2016-05-27,2016-05-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,235,1,3,2,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
35,242,1168,2016-05-27,2016-05-30,2016-05-30,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,241,1,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
36,276,1227,2016-06-18,2016-06-19,2016-06-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,275,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
37,309,211,2016-07-11,2016-07-13,2016-07-13,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,308,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
38,405,603,2016-08-31,2016-09-01,2016-09-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,404,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
39,415,1265,2016-09-03,2016-09-06,2016-09-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,414,1,3,1,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
40,436,791,2016-09-16,2016-09-19,2016-09-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,435,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
41,437,1085,2016-09-16,2016-09-18,2016-09-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,436,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
42,526,1096,2016-10-26,2016-10-28,2016-10-28,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,525,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
43,554,104,2016-11-13,2016-11-14,2016-11-16,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,2.0,False,Completed,553,1,3,2,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
44,572,178,2016-11-24,2016-11-26,2016-11-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,571,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
45,577,445,2016-11-27,2016-11-30,2016-11-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,576,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
46,593,50,2016-12-07,2016-12-10,2016-12-08,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,592,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
47,650,729,2017-01-11,2017-01-14,2017-01-12,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,649,1,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
48,739,49,2017-02-28,2017-03-01,2017-03-02,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,733,1,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
49,1048,777,2017-08-08,2017-08-10,2017-08-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,1033,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
50,1056,325,2017-08-12,2017-08-15,2017-08-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,1041,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
51,4,175,2016-01-03,2016-01-04,2016-01-05,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,3,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
52,18,541,2016-01-14,2016-01-17,2016-01-15,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,17,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
53,66,1253,2016-02-09,2016-02-12,2016-02-12,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,65,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
54,132,46,2016-03-20,2016-03-22,2016-03-23,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,131,1,2,2,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
55,176,643,2016-04-15,2016-04-16,2016-04-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,175,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
56,218,1179,2016-05-12,2016-05-14,2016-05-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,217,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
57,226,501,2016-05-17,2016-05-19,2016-05-20,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,225,1,2,1,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
58,262,579,2016-06-08,2016-06-11,2016-06-10,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,261,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
59,272,497,2016-06-15,2016-06-18,2016-06-16,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,271,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
60,290,202,2016-06-28,2016-06-29,2016-06-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,289,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
61,316,670,2016-07-17,2016-07-20,2016-07-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,315,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
62,320,1428,2016-07-19,2016-07-20,2016-07-21,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,319,1,2,1,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
63,324,480,2016-07-20,2016-07-22,2016-07-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,323,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
64,353,1387,2016-08-03,2016-08-06,2016-08-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,352,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
65,362,187,2016-08-09,2016-08-11,2016-08-11,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,361,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
66,376,825,2016-08-17,2016-08-19,2016-08-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,375,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
67,389,53,2016-08-22,2016-08-24,2016-08-25,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,False,Completed,388,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
68,411,261,2016-09-02,2016-09-04,2016-09-04,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,410,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
69,458,197,2016-09-25,2016-09-28,2016-09-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,457,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
70,530,773,2016-10-28,2016-10-31,2016-10-31,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed,529,1,2,2,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
71,538,341,2016-11-02,2016-11-05,2016-11-05,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,537,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
72,573,423,2016-11-24,2016-11-26,2016-11-27,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1.0,True,Completed,572,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
73,590,990,2016-12-06,2016-12-09,2016-12-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed,589,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,2024-04-30 23:48:30.325674,/home/malak/bikestore_dim/products/products.csv
