,order_id,item_id,product_id,quantity,list_price,discount,extract_time,source_name,USD_to_EGP,list_price_egp
23,24,1,3,2,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
24,25,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
25,26,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
26,27,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
27,28,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
28,29,1,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
29,30,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
30,31,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
31,32,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
32,33,1,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
33,34,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
34,35,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
35,36,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
36,37,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
37,38,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
38,39,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
39,40,1,17,1,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
40,41,1,5,1,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
41,42,1,19,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
42,43,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
43,44,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
44,45,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
45,46,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
46,47,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
47,48,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
48,49,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
49,50,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
50,51,1,13,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
51,52,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
52,53,1,8,2,1799.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
53,54,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
54,55,1,21,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
55,56,1,20,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
56,57,1,23,2,299.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
57,58,1,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
58,59,1,21,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
59,60,1,14,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
60,61,1,25,1,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
61,62,1,14,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
62,63,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
63,64,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
64,65,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
65,66,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
66,67,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
67,68,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
68,69,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
69,70,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
70,71,1,26,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
71,72,1,17,2,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
72,73,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
73,74,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
74,75,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
75,76,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
76,77,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
77,78,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
78,79,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
79,80,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
80,81,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
81,82,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
82,83,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
83,84,1,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
84,85,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
85,86,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
86,87,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
87,88,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
88,89,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
89,90,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
90,91,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
91,92,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
92,93,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
93,94,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
94,95,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
95,96,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
96,97,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
97,98,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
98,99,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
99,100,1,12,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
100,101,1,12,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
101,102,1,15,1,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
102,103,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
103,104,1,19,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
104,105,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
105,106,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
106,107,1,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
107,108,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
108,109,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
109,110,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
110,111,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
111,112,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
112,113,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
113,114,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
114,115,1,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
115,116,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
116,117,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
117,118,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
118,119,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
119,120,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
120,121,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
121,122,1,16,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
122,123,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
123,124,1,16,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
124,125,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
125,126,1,9,2,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
126,127,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
127,128,1,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
128,129,1,18,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
129,130,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
130,131,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
131,132,1,2,2,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
132,133,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
133,134,1,19,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
134,135,1,5,2,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
135,136,1,7,2,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
136,137,1,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
137,138,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
138,139,1,19,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
139,140,1,15,1,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
140,141,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
141,142,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
142,143,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
143,144,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
144,145,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
145,146,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
146,147,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
147,148,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
148,149,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
149,150,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
150,151,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
151,152,1,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
152,153,1,16,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
153,154,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
154,155,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
155,156,1,18,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
156,157,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
157,158,1,24,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
158,159,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
159,160,1,21,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
160,161,1,24,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
161,162,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
162,163,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
163,164,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
164,165,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
165,166,1,10,2,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
166,167,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
167,168,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
168,169,1,20,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
169,170,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
170,171,1,8,1,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
171,172,1,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
172,173,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
173,174,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
174,175,1,5,1,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
175,176,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
176,177,1,20,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
177,178,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
178,179,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
179,180,1,16,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
180,181,1,10,1,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
181,182,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
182,183,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
183,184,1,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
184,185,1,20,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
185,186,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
186,187,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
187,188,1,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
188,189,1,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
189,190,1,24,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
190,191,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
191,192,1,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
192,193,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
193,194,1,21,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
194,195,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
195,196,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
196,197,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,138909.52099999998
197,198,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
198,199,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
199,200,1,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
200,201,1,24,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
201,202,1,8,1,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
202,203,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
203,204,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
204,205,1,22,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
205,206,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
206,207,1,12,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,26344.521
207,208,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
208,209,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
209,210,1,14,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
210,211,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
211,212,1,16,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
212,213,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
213,214,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
214,215,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
215,216,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
216,217,1,18,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
217,218,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
218,219,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
219,220,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
220,221,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
221,222,1,10,1,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
222,223,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
223,224,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
224,225,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
225,226,1,2,1,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
226,227,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
227,228,1,25,1,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
228,229,1,25,2,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
229,230,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
230,231,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
231,232,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
232,233,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
233,234,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
234,235,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
235,236,1,3,2,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
236,237,1,15,1,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,25386.521
237,238,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
238,239,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
239,240,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
240,241,1,7,1,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
241,242,1,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,47899.521
242,243,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
243,244,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,21507.1
244,245,1,10,2,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,74197.09999999999
245,246,1,17,2,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
246,247,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,23949.521
247,248,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,12932.521
248,249,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,191599.52099999998
249,250,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,20549.1
250,251,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
251,252,1,11,2,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
252,253,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
253,254,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,22512.521
254,255,1,5,2,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,63275.421
255,256,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,80519.421
256,257,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
257,258,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,86219.521
258,259,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
259,260,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,14369.521
260,261,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,28739.521
261,262,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,35924.521
262,263,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items,47.9,143699.52099999998
