order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source_name
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,2024-04-30 23:39:11.699093,bikestore.orders
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,2024-04-30 23:39:11.699093,bikestore.orders
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,2024-04-30 23:39:11.699093,bikestore.orders
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,2024-04-30 23:39:11.699093,bikestore.orders
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,2024-04-30 23:39:11.699093,bikestore.orders
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,2024-04-30 23:39:11.699093,bikestore.orders
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,2024-04-30 23:39:11.699093,bikestore.orders
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,2024-04-30 23:39:11.699093,bikestore.orders
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,2024-04-30 23:39:11.699093,bikestore.orders
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,2024-04-30 23:39:11.699093,bikestore.orders
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,2024-04-30 23:39:11.699093,bikestore.orders
158,117,3,2016-04-04,2016-04-04,NULL,3,9,2024-04-30 23:39:11.699093,bikestore.orders
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,2024-04-30 23:39:11.699093,bikestore.orders
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,2024-04-30 23:39:11.699093,bikestore.orders
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,2024-04-30 23:39:11.699093,bikestore.orders
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,2024-04-30 23:39:11.699093,bikestore.orders
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,2024-04-30 23:39:11.699093,bikestore.orders
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,2024-04-30 23:39:11.699093,bikestore.orders
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,2024-04-30 23:39:11.699093,bikestore.orders
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,2024-04-30 23:39:11.699093,bikestore.orders
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders
185,24,3,2016-04-20,2016-04-20,NULL,1,2,2024-04-30 23:39:11.699093,bikestore.orders
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,2024-04-30 23:39:11.699093,bikestore.orders
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,2024-04-30 23:39:11.699093,bikestore.orders
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,2024-04-30 23:39:11.699093,bikestore.orders
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,2024-04-30 23:39:11.699093,bikestore.orders
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,2024-04-30 23:39:11.699093,bikestore.orders
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,2024-04-30 23:39:11.699093,bikestore.orders
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,2024-04-30 23:39:11.699093,bikestore.orders
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,2024-04-30 23:39:11.699093,bikestore.orders
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,2024-04-30 23:39:11.699093,bikestore.orders
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,2024-04-30 23:39:11.699093,bikestore.orders
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,2024-04-30 23:39:11.699093,bikestore.orders
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,2024-04-30 23:39:11.699093,bikestore.orders
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,2024-04-30 23:39:11.699093,bikestore.orders
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,2024-04-30 23:39:11.699093,bikestore.orders
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
239,13,3,2016-05-27,2016-05-27,NULL,3,9,2024-04-30 23:39:11.699093,bikestore.orders
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,2024-04-30 23:39:11.699093,bikestore.orders
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,2024-04-30 23:39:11.699093,bikestore.orders
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,2024-04-30 23:39:11.699093,bikestore.orders
246,17,3,2016-05-30,2016-05-30,NULL,2,6,2024-04-30 23:39:11.699093,bikestore.orders
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,2024-04-30 23:39:11.699093,bikestore.orders
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,2024-04-30 23:39:11.699093,bikestore.orders
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders
