order_id,item_id,product_id,quantity,list_price,discount,extract_time,source_name
61,1,25,1,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
62,1,14,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
63,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
64,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
65,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
66,1,2,1,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
67,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
68,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
69,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
70,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
71,1,26,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
72,1,17,2,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
73,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
74,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
75,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
76,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
77,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
78,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
79,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
80,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
81,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
82,1,25,2,499.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
83,1,20,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
84,1,23,2,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
85,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
86,1,9,2,2999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
87,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
88,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
89,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
90,1,3,1,999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
91,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
92,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
93,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
94,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
95,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
96,1,26,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
97,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
98,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
99,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
100,1,12,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
101,1,12,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
102,1,15,1,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
103,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
104,1,19,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
105,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
106,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
107,1,19,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
108,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
109,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
110,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
111,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
112,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
113,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
114,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
115,1,22,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
116,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
117,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
118,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
119,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
120,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
121,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
122,1,16,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
123,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
124,1,16,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
125,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
126,1,9,2,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
127,1,17,1,429.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
128,1,24,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
129,1,18,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
130,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
131,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
132,1,2,2,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
133,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
134,1,19,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
135,1,5,2,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
136,1,7,2,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
137,1,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
138,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
139,1,19,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
140,1,15,1,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
141,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
142,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
143,1,6,1,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
144,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
145,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
146,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
147,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
148,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
149,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
150,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
151,1,17,1,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
152,1,6,2,469.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
153,1,16,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
154,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
155,1,8,1,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
156,1,18,2,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
157,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
158,1,24,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
159,1,13,1,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
160,1,21,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
161,1,24,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
162,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
163,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
164,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
165,1,4,2,2899.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
166,1,10,2,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
167,1,12,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
168,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
169,1,20,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
170,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
171,1,8,1,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
172,1,23,1,299.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
173,1,14,1,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
174,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
175,1,5,1,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
176,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
177,1,20,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
178,1,10,2,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
179,1,13,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
180,1,16,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
181,1,10,1,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
182,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
183,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
184,1,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
185,1,20,1,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
186,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
187,1,5,1,1320.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
188,1,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
189,1,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
190,1,24,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
191,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
192,1,8,2,1799.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
193,1,12,2,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
194,1,21,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
195,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
196,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
197,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
198,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
199,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
200,1,23,2,299.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
201,1,24,1,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
202,1,8,1,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
203,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
204,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
205,1,22,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
206,1,25,1,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
207,1,12,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
208,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
209,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
210,1,14,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
211,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
212,1,16,2,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
213,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
214,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
215,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
216,1,22,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
217,1,18,1,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
218,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
219,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
220,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
221,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
222,1,10,1,1549.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
223,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
224,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
225,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
226,1,2,1,749.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
227,1,3,2,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
228,1,25,1,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
229,1,25,2,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
230,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
231,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
232,1,18,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
233,1,14,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
234,1,11,2,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
235,1,6,1,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
236,1,3,2,999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
237,1,15,1,529.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
238,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
239,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
240,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
241,1,7,1,3999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
242,1,3,1,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
243,1,25,2,499.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
244,1,19,1,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
245,1,10,2,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
246,1,17,2,429.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
247,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
248,1,13,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
249,1,7,2,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
250,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
251,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
252,1,11,2,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
253,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
254,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
255,1,5,2,1320.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
256,1,11,1,1680.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
257,1,8,2,1799.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
258,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
259,1,26,1,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
260,1,23,2,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
261,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
262,1,2,1,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
263,1,9,1,2999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
264,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
265,1,9,2,2999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
266,1,6,2,469.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
267,1,22,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
268,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
269,1,5,1,1320.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
270,1,25,2,499.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
271,1,11,2,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
272,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
273,1,21,1,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
274,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
275,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
276,1,3,2,999.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
277,1,20,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
278,1,16,1,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
279,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
280,1,25,1,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
281,1,22,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
282,1,20,1,599.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
283,1,9,1,2999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
284,1,24,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
285,1,16,2,599.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
286,1,26,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
287,1,5,1,1320.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
288,1,4,1,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
289,1,13,1,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
290,1,2,2,749.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
291,1,6,2,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
292,1,18,2,449.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
293,1,19,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
294,1,18,1,449.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
295,1,22,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
296,1,25,2,499.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
297,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
298,1,23,1,299.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
299,1,11,2,1680.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
300,1,16,2,599.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
301,1,6,1,469.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
302,1,24,2,549.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
303,1,8,2,1799.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
304,1,10,1,1549.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
305,1,10,1,1549.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
306,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
307,1,15,2,529.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
308,1,7,1,3999.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
309,1,3,1,999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
310,1,7,2,3999.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
311,1,17,2,429.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
312,1,24,2,549.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
313,1,4,1,2899.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
314,1,5,1,1320.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
315,1,11,1,1680.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
316,1,2,2,749.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
317,1,10,1,1549.0,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
318,1,13,2,269.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
319,1,11,1,1680.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
320,1,2,1,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
321,1,4,2,2899.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
322,1,13,2,269.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
323,1,13,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
324,1,2,2,749.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
325,1,7,1,3999.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
326,1,12,1,549.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
327,1,12,2,549.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
328,1,6,2,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
329,1,14,2,269.99,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
330,1,21,2,269.99,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
331,1,17,2,429.0,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
332,1,18,2,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
333,1,18,2,449.0,0.07,2024-04-30 23:39:12.999592,bikestore.order_items
334,1,16,2,599.99,0.2,2024-04-30 23:39:12.999592,bikestore.order_items
335,1,6,1,469.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
336,1,4,1,2899.99,0.1,2024-04-30 23:39:12.999592,bikestore.order_items
337,1,18,1,449.0,0.05,2024-04-30 23:39:12.999592,bikestore.order_items
