order_id,customer_id,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source_name,late_delivery,latency_days,weekend,orderStatus
75,587,2016-02-14,2016-02-15,2016-02-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
76,9,2016-02-16,2016-02-16,2016-02-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Rejected
77,385,2016-02-16,2016-02-19,2016-02-19,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
78,1182,2016-02-16,2016-02-18,2016-02-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
79,529,2016-02-17,2016-02-20,2016-02-20,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
80,397,2016-02-17,2016-02-20,2016-02-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
81,521,2016-02-17,2016-02-19,2016-02-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
82,1223,2016-02-18,2016-02-21,2016-02-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
83,393,2016-02-19,2016-02-20,2016-02-20,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
84,317,2016-02-20,2016-02-22,2016-02-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
85,1174,2016-02-20,2016-02-23,2016-02-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
86,276,2016-02-21,2016-02-22,2016-02-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
87,516,2016-02-21,2016-02-22,2016-02-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
88,1069,2016-02-21,2016-02-22,2016-02-23,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
89,668,2016-02-21,2016-02-24,2016-02-24,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
90,414,2016-02-23,2016-02-25,2016-02-24,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
91,648,2016-02-25,2016-02-27,2016-02-28,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
92,1309,2016-02-25,2016-02-28,2016-02-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
93,1328,2016-02-26,2016-02-28,2016-02-27,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
94,929,2016-02-27,2016-02-28,2016-02-29,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
95,218,2016-02-27,2016-02-29,2016-02-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
96,1094,2016-02-27,2016-02-29,2016-02-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
97,204,2016-02-28,2016-02-29,2016-03-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
98,1194,2016-02-28,2016-02-29,2016-02-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
99,1165,2016-02-29,2016-03-01,2016-03-03,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
100,1237,2016-03-01,2016-03-04,2016-03-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
101,271,2016-03-01,2016-03-04,2016-03-04,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
102,336,2016-03-02,2016-03-05,2016-03-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
103,991,2016-03-03,2016-03-06,2016-03-05,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
104,7,2016-03-03,2016-03-05,2016-03-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
105,306,2016-03-03,2016-03-05,2016-03-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
106,422,2016-03-04,2016-03-05,2016-03-05,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
107,633,2016-03-06,2016-03-09,2016-03-09,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
108,12,2016-03-06,2016-03-09,2016-03-07,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
109,1255,2016-03-06,2016-03-09,2016-03-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
110,677,2016-03-06,2016-03-08,2016-03-09,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
111,630,2016-03-07,2016-03-10,2016-03-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
112,469,2016-03-08,2016-03-11,2016-03-10,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
113,1078,2016-03-08,2016-03-11,2016-03-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
114,1431,2016-03-08,2016-03-10,2016-03-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
115,1369,2016-03-09,2016-03-11,2016-03-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
116,471,2016-03-10,2016-03-11,2016-03-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
117,740,2016-03-10,2016-03-13,2016-03-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
118,577,2016-03-12,2016-03-14,2016-03-13,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
119,925,2016-03-12,2016-03-14,2016-03-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
120,327,2016-03-14,2016-03-15,2016-03-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
121,755,2016-03-14,2016-03-15,2016-03-16,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
122,786,2016-03-14,2016-03-16,2016-03-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
123,766,2016-03-15,2016-03-18,2016-03-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
124,403,2016-03-16,2016-03-18,2016-03-17,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
125,685,2016-03-16,2016-03-19,2016-03-17,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
126,1365,2016-03-16,2016-03-18,2016-03-18,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
127,484,2016-03-17,2016-03-18,2016-03-19,3,8,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
128,86,2016-03-18,2016-03-20,2016-03-21,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
129,84,2016-03-19,2016-03-21,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
130,1049,2016-03-19,2016-03-22,2016-03-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
131,316,2016-03-19,2016-03-22,2016-03-20,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
132,46,2016-03-20,2016-03-22,2016-03-23,1,3,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
133,409,2016-03-20,2016-03-22,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
134,679,2016-03-20,2016-03-21,2016-03-21,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
135,1354,2016-03-21,2016-03-23,2016-03-23,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
136,1192,2016-03-21,2016-03-24,2016-03-23,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
137,370,2016-03-23,2016-03-26,2016-03-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
138,438,2016-03-23,2016-03-24,2016-03-25,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
139,710,2016-03-23,2016-03-24,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
140,1264,2016-03-23,2016-03-26,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
141,557,2016-03-25,2016-03-27,2016-03-26,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
142,170,2016-03-26,2016-03-27,2016-03-27,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
143,693,2016-03-26,2016-03-28,2016-03-28,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
144,1124,2016-03-26,2016-03-29,2016-03-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
145,366,2016-03-27,2016-03-29,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
146,288,2016-03-28,2016-03-30,2016-03-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
147,55,2016-03-28,2016-03-31,2016-03-31,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
148,714,2016-03-28,2016-03-30,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
149,763,2016-03-28,2016-03-30,2016-03-29,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
150,332,2016-03-29,2016-03-31,2016-04-01,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
151,926,2016-03-29,2016-04-01,2016-03-31,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
152,76,2016-03-29,2016-03-30,2016-03-30,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
153,498,2016-03-30,2016-04-02,2016-04-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
154,1286,2016-03-31,2016-04-01,2016-04-01,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
155,371,2016-04-02,2016-04-03,2016-04-04,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
156,357,2016-04-03,2016-04-06,2016-04-05,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
157,43,2016-04-03,2016-04-06,2016-04-06,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
158,117,2016-04-04,2016-04-04,2016-04-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Rejected
159,32,2016-04-04,2016-04-06,2016-04-06,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
160,205,2016-04-04,2016-04-06,2016-04-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
161,251,2016-04-04,2016-04-07,2016-04-05,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
162,31,2016-04-06,2016-04-08,2016-04-07,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
163,1325,2016-04-06,2016-04-07,2016-04-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
164,610,2016-04-07,2016-04-08,2016-04-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
165,574,2016-04-08,2016-04-10,2016-04-10,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
166,338,2016-04-08,2016-04-11,2016-04-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
167,1034,2016-04-08,2016-04-09,2016-04-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
168,1147,2016-04-09,2016-04-12,2016-04-11,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
169,99,2016-04-10,2016-04-11,2016-04-11,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
170,1200,2016-04-10,2016-04-11,2016-04-13,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
171,237,2016-04-11,2016-04-14,2016-04-14,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
172,1079,2016-04-11,2016-04-12,2016-04-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
173,117,2016-04-11,2016-04-14,2016-04-13,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
174,1361,2016-04-12,2016-04-13,2016-04-15,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
175,951,2016-04-13,2016-04-14,2016-04-14,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
176,643,2016-04-15,2016-04-16,2016-04-17,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
177,121,2016-04-16,2016-04-19,2016-04-19,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
178,756,2016-04-16,2016-04-17,2016-04-18,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
179,616,2016-04-17,2016-04-19,2016-04-19,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
180,918,2016-04-17,2016-04-20,2016-04-19,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
181,459,2016-04-18,2016-04-20,2016-04-20,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
182,854,2016-04-18,2016-04-19,2016-04-20,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
183,22,2016-04-19,2016-04-20,2016-04-20,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
184,134,2016-04-19,2016-04-21,2016-04-22,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
185,24,2016-04-20,2016-04-20,2016-04-22,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Rejected
186,1127,2016-04-21,2016-04-22,2016-04-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
187,183,2016-04-22,2016-04-23,2016-04-24,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
188,390,2016-04-22,2016-04-23,2016-04-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
189,1288,2016-04-23,2016-04-24,2016-04-26,1,2,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
190,98,2016-04-23,2016-04-25,2016-04-25,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
191,919,2016-04-27,2016-04-28,2016-04-28,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
192,728,2016-04-27,2016-04-28,2016-04-29,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
193,1366,2016-04-28,2016-04-30,2016-04-30,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
194,558,2016-04-28,2016-04-30,2016-05-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
195,727,2016-04-28,2016-05-01,2016-05-01,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
196,1247,2016-04-28,2016-04-30,2016-05-01,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
197,127,2016-04-30,2016-05-03,2016-05-03,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
198,640,2016-05-01,2016-05-04,2016-05-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
199,760,2016-05-01,2016-05-04,2016-05-04,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
200,1074,2016-05-01,2016-05-03,2016-05-03,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
201,280,2016-05-01,2016-05-04,2016-05-02,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
202,600,2016-05-03,2016-05-05,2016-05-04,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
203,1102,2016-05-03,2016-05-05,2016-05-06,3,9,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
204,591,2016-05-04,2016-05-07,2016-05-06,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
205,635,2016-05-04,2016-05-05,2016-05-06,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,False,Completed
206,743,2016-05-04,2016-05-06,2016-05-05,3,9,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
207,105,2016-05-05,2016-05-07,2016-05-07,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
208,815,2016-05-06,2016-05-07,2016-05-09,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,True,Completed
209,514,2016-05-07,2016-05-08,2016-05-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
210,943,2016-05-07,2016-05-08,2016-05-09,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
211,1140,2016-05-07,2016-05-09,2016-05-08,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
212,1373,2016-05-08,2016-05-09,2016-05-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
213,788,2016-05-08,2016-05-09,2016-05-09,3,8,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
214,363,2016-05-10,2016-05-12,2016-05-11,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
215,1420,2016-05-10,2016-05-13,2016-05-12,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
216,267,2016-05-11,2016-05-14,2016-05-13,1,3,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
217,716,2016-05-11,2016-05-12,2016-05-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,True,2,False,Completed
218,1179,2016-05-12,2016-05-14,2016-05-14,2,7,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
219,1338,2016-05-12,2016-05-15,2016-05-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders,False,,True,Completed
220,1358,2016-05-12,2016-05-14,2016-05-15,2,6,2024-04-30 23:39:11.699093,bikestore.orders,True,1,True,Completed
221,1218,2016-05-13,2016-05-16,2016-05-14,1,2,2024-04-30 23:39:11.699093,bikestore.orders,False,,False,Completed
